ubigeo	entidad	municipio	parroquia	lat	lon	capital
060404	Barinas	Barinas	Santa Ines	8.26313300	-69.90153500	f
060405	Barinas	Barinas	Santa Lucia	8.10128050	-69.77783830	f
060406	Barinas	Barinas	Torunos	8.50135430	-70.08157490	f
060407	Barinas	Barinas	El Carmen	8.62629660	-70.21872460	f
060408	Barinas	Barinas	Romulo Betancourt	8.62314980	-70.23710450	f
060409	Barinas	Barinas	Corazon de Jesus	8.62314980	-70.23710450	f
060410	Barinas	Barinas	Ramon Ignacio Mendez	8.62314980	-70.23710450	f
060411	Barinas	Barinas	Alto Barinas	8.59207000	-70.22508200	f
060412	Barinas	Barinas	Manuel Palacio Fajardo	8.62314980	-70.23710450	f
060413	Barinas	Barinas	Juan Antonio Rodriguez Dominguez	8.62314980	-70.23710450	f
060414	Barinas	Barinas	Dominga Ortiz de Paez	8.59804850	-70.18816690	f
060601	Barinas	Cruz Paredes	Barrancas	8.76033270	-70.11581130	f
060702	Barinas	Ezequiel Zamora	Jose Ignacio del Pumar	8.31367590	-70.05031400	f
060703	Barinas	Ezequiel Zamora	Pedro Briceño Mendez	8.31367590	-70.05031400	f
060704	Barinas	Ezequiel Zamora	Ramon Ignacio Mendez	8.31367590	-70.05031400	f
060801	Barinas	Obispos	Obispos	8.60938130	-70.10241470	f
060802	Barinas	Obispos	El Real	8.43628670	-69.99597620	f
060803	Barinas	Obispos	La Luz	8.39410910	-69.82549160	f
060804	Barinas	Obispos	Los Guasimitos	8.65517000	-70.19811260	f
060901	Barinas	Pedraza	Ciudad Bolivia	8.35371580	-70.57706320	f
060902	Barinas	Pedraza	Ignacio Briceño	8.07899840	-70.33606910	f
060903	Barinas	Pedraza	Jose Felix Ribas	8.07899840	-70.33606910	f
060904	Barinas	Pedraza	Paez	8.07899840	-70.33606910	f
061001	Barinas	Rojas	Libertad	8.32534580	-69.63039310	f
061002	Barinas	Rojas	Dolores	8.28557890	-69.56485380	f
061003	Barinas	Rojas	Palacios Fajardo	8.49879460	-69.62145620	f
061004	Barinas	Rojas	Santa Rosa	8.43939260	-69.70039560	f
061005	Barinas	Rojas	Simon Rodriguez	8.49879460	-69.62145620	f
061101	Barinas	Sosa	Ciudad de Nutrias	8.09745210	-69.30712300	f
130701	Lara	Simón Planas	Sarare	9.78909230	-69.16556980	f
130101	Lara	Andres Eloy Blanco	Pio Tamayo	9.75111290	-69.52612380	f
130102	Lara	Andres Eloy Blanco	Quebrada Honda de Guache	9.65277780	-69.55055560	f
130103	Lara	Andres Eloy Blanco	Yacambu	9.65277780	-69.55055560	f
130201	Lara	Crespo	Freitez	10.31958290	-69.14470810	f
130202	Lara	Crespo	Jose Maria Blanco	10.31958290	-69.14470810	f
130301	Lara	Iribarren	Catedral	10.01864480	-69.40694520	f
130302	Lara	Iribarren	Concepcion	10.06906690	-69.32649210	f
130303	Lara	Iribarren	El Cuji	10.15516440	-69.30563300	f
130305	Lara	Iribarren	Santa Rosa	10.06699950	-69.27434360	f
130306	Lara	Iribarren	Tamaca	10.18698840	-69.30563300	f
130307	Lara	Iribarren	Union	10.08677200	-69.33394180	f
130308	Lara	Iribarren	Aguedo Felipe Alvarado	10.37804550	-69.38310790	f
130309	Lara	Iribarren	Buena Vista	9.89124000	-69.48441290	f
130310	Lara	Iribarren	Juarez	10.03274430	-69.26155520	f
130401	Lara	Jimenez	Juan Bautista Rodriguez	10.00509380	-69.52612380	f
130402	Lara	Jimenez	Cuara	9.88571640	-69.60656120	f
130408	Lara	Jimenez	Coronel Mariano Peraza	10.00509380	-69.52612380	f
130601	Lara	Palavecino	Cabudare	10.01921910	-69.25199360	f
130602	Lara	Palavecino	Jose Gregorio Bastidas	10.10427760	-69.27732360	f
051801	Aragua	Ocumare de La Costa de Oro	Ocumare de La Costa de Oro	10.41165850	-67.73775400	f
130603	Lara	Palavecino	Agua Viva	10.02271100	-69.27899260	f
130802	Lara	Torres	Antonio Diaz	10.17781540	-70.24083250	f
130803	Lara	Torres	Camacaro	10.18020000	-70.06756350	f
130804	Lara	Torres	Castañeda	10.18020000	-70.06756350	f
130805	Lara	Torres	Cecilio Zubillaga	10.17781540	-70.24083250	f
130806	Lara	Torres	Chiquinquira	10.17821970	-70.07857020	f
130807	Lara	Torres	El Blanco	10.17602080	-70.08978050	f
130809	Lara	Torres	Lara	10.17781540	-70.24083250	f
130810	Lara	Torres	Las Mercedes	10.14138890	-69.85083330	f
060501	Barinas	Bolívar	Barinitas	8.75482370	-70.40153500	f
060502	Barinas	Bolívar	Altamira	8.82176240	-70.50120660	f
060503	Barinas	Bolívar	Calderas	8.91719880	-70.44616640	f
130502	Lara	Morán	Anzoategui	9.60362660	-69.89994400	f
130504	Lara	Morán	Hilario Luna y Luna	9.76881490	-69.81208940	f
151801	Bolivariano de Miranda	Simón Bolívar	San Francisco de Yare	10.23316460	-66.60573780	f
151802	Bolivariano de Miranda	Simón Bolívar	San Antonio de Yare	10.23316460	-66.60573780	f
152102	Bolivariano de Miranda	Zamora	Bolívar	10.44651080	-66.48386810	f
150101	Bolivariano de Miranda	Acevedo	Caucagua	10.29143850	-66.37655980	f
150102	Bolivariano de Miranda	Acevedo	Araguita	10.21949020	-66.45988700	f
150103	Bolivariano de Miranda	Acevedo	Arevalo Gonzalez	10.40000000	-66.30000000	f
150104	Bolivariano de Miranda	Acevedo	Capaya	10.42663490	-66.27506300	f
150105	Bolivariano de Miranda	Acevedo	El Cafe	10.40840000	-66.28541600	f
150106	Bolivariano de Miranda	Acevedo	Marizapa	10.27962270	-66.35870560	f
150107	Bolivariano de Miranda	Acevedo	Panaquire	10.21629230	-66.23894840	f
150108	Bolivariano de Miranda	Acevedo	Ribas	10.40000000	-66.30000000	f
150201	Bolivariano de Miranda	Andres Bello	San Jose de Barlovento	10.19894130	-66.02256310	f
150202	Bolivariano de Miranda	Andres Bello	Cumbo	10.22933780	-66.08724580	f
150301	Bolivariano de Miranda	Baruta	Baruta	10.43486900	-66.87445690	f
150302	Bolivariano de Miranda	Baruta	El Cafetal	10.46963600	-66.82864760	f
150303	Bolivariano de Miranda	Baruta	Las Minas de Baruta	10.43486900	-66.87445690	f
150401	Bolivariano de Miranda	Brion	Higuerote	10.46852200	-66.10594840	f
150402	Bolivariano de Miranda	Brion	Curiepe	10.48333300	-66.16666700	f
150403	Bolivariano de Miranda	Brion	Tacarigua	10.54410760	-66.16532240	f
150501	Bolivariano de Miranda	Buroz	Mamporal	10.36932330	-66.13557750	f
150601	Bolivariano de Miranda	Carrizal	Carrizal	10.38461690	-67.01667250	f
150701	Bolivariano de Miranda	Chacao	Chacao	10.49386810	-66.85658870	f
150801	Bolivariano de Miranda	Cristobal Rojas	Charallave	10.21100180	-66.86775630	f
150802	Bolivariano de Miranda	Cristobal Rojas	Las Brisas	10.25709240	-66.78437600	f
150901	Bolivariano de Miranda	El Hatillo	El Hatillo	10.42370400	-66.82532000	f
151001	Bolivariano de Miranda	Bolivariano Guaicaipuro	Los Teques	10.27491060	-67.02262970	f
151002	Bolivariano de Miranda	Bolivariano Guaicaipuro	Altagracia de La Montaña	10.27491060	-67.02262970	f
151003	Bolivariano de Miranda	Bolivariano Guaicaipuro	Cecilio Acosta	10.27491060	-67.02262970	f
151004	Bolivariano de Miranda	Bolivariano Guaicaipuro	El Jarillo	10.27491060	-67.02262970	f
151005	Bolivariano de Miranda	Bolivariano Guaicaipuro	Paracotos	10.27491060	-67.02262970	f
151006	Bolivariano de Miranda	Bolivariano Guaicaipuro	San Pedro	10.27491060	-67.02262970	f
151007	Bolivariano de Miranda	Bolivariano Guaicaipuro	Tacata	10.27491060	-67.02262970	f
151101	Bolivariano de Miranda	Independencia	Santa Teresa del Tuy	10.25093030	-66.42714990	f
151102	Bolivariano de Miranda	Independencia	El Cartanal	10.25093030	-66.42714990	f
151201	Bolivariano de Miranda	Lander	Ocumare del Tuy	10.13647090	-66.57001600	f
151202	Bolivariano de Miranda	Lander	La Democracia	10.13647090	-66.57001600	f
151203	Bolivariano de Miranda	Lander	Santa Barbara	10.13647090	-66.57001600	f
151301	Bolivariano de Miranda	Los Salias	San Antonio de Los Altos	10.36963930	-66.95710260	f
151401	Bolivariano de Miranda	Paez	Rio Chico	10.33854080	-65.97156500	f
151402	Bolivariano de Miranda	Paez	El Guapo	10.14679160	-65.97052590	f
151403	Bolivariano de Miranda	Paez	Tacarigua de La Laguna	10.30508310	-65.87721400	f
151404	Bolivariano de Miranda	Paez	Paparo	10.38333300	-65.98333300	f
151405	Bolivariano de Miranda	Paez	San Fernando del Guapo	10.23317320	-65.92741380	f
151501	Bolivariano de Miranda	Paz Castillo	Santa Lucia	10.36824080	-66.59383030	f
151601	Bolivariano de Miranda	Pedro Gual	Cupira	10.16068570	-65.69854280	f
151602	Bolivariano de Miranda	Pedro Gual	Machurucuto	10.20414530	-65.65694290	f
151701	Bolivariano de Miranda	Plaza	Guarenas	10.46626290	-66.61688210	f
151901	Bolivariano de Miranda	Sucre	Petare	10.47045170	-66.79926460	f
151902	Bolivariano de Miranda	Sucre	Caucaguita	10.48686730	-66.73971200	f
151903	Bolivariano de Miranda	Sucre	Fila de Mariche	10.47626760	-66.77246530	f
151904	Bolivariano de Miranda	Sucre	La Dolorita	10.47626760	-66.77246530	f
151905	Bolivariano de Miranda	Sucre	Leoncio Martinez	10.47626760	-66.77246530	f
152001	Bolivariano de Miranda	Urdaneta	Cua	10.17091670	-66.89158090	f
152002	Bolivariano de Miranda	Urdaneta	Nueva Cua	10.17091670	-66.89158090	f
152101	Bolivariano de Miranda	Zamora	Guatire	10.45974660	-66.55810920	f
160102	Monagas	Acosta	San Francisco	10.09642060	-63.74591440	f
160301	Monagas	Bolívar	Caripito	10.10730450	-63.10307660	f
170101	Nueva Esparta	Antolin del Campo	La Plaza de Paragachí	11.09871740	-63.86110270	f
170801	Nueva Esparta	Mariño	Porlamar	10.95702210	-63.86996550	f
180101	Portuguesa	Agua Blanca	Agua Blanca	9.66409650	-69.10596400	f
160402	Monagas	Caripe	El Guacharo	10.17569110	-63.50685200	f
160403	Monagas	Caripe	La Guanota	10.21239370	-63.52981620	f
160404	Monagas	Caripe	Sabana de Piedra	10.22214550	-63.55553030	f
160406	Monagas	Caripe	Teresen	10.18179840	-63.48509750	f
160502	Monagas	Cedeño	Areo	9.75000000	-63.81666700	f
160504	Monagas	Cedeño	Viento Fresco	9.76666700	-63.66666700	f
160602	Monagas	Ezequiel Zamora	El Tejero	9.63974690	-63.67062820	f
160702	Monagas	Libertador	Chaguaramas	8.66603350	-62.77648300	f
142102	Mérida	Tovar	El Llano	8.31896870	-71.76373090	f
160704	Monagas	Libertador	Tabasca	8.59472420	-62.92059180	f
160802	Monagas	Maturin	Alto de los Godos	9.72815940	-63.20091860	f
160803	Monagas	Maturin	Boqueron	9.77321240	-63.21205310	f
160805	Monagas	Maturin	San Simon	9.73797040	-63.18554020	f
160806	Monagas	Maturin	Santa Cruz	9.72347780	-63.25919300	f
160807	Monagas	Maturin	El Corozo	9.69143360	-63.37267080	f
160808	Monagas	Maturin	El Furrial	9.68575620	-63.44196330	f
160809	Monagas	Maturin	Jusepin	9.75496680	-63.46408240	f
160810	Monagas	Maturin	La Pica	9.77182440	-63.13530480	f
160902	Monagas	Piar	Aparicio	10.01676340	-63.57146640	f
160903	Monagas	Piar	Chaguaramal	9.84013440	-63.38741210	f
160904	Monagas	Piar	El Pinto	9.74643670	-63.18364590	f
160905	Monagas	Piar	Guanaguana	10.07550470	-63.60569430	f
160907	Monagas	Piar	Taguaya	9.94037960	-63.45818380	f
161002	Monagas	Punceres	Cachipo	9.91573730	-63.13988680	f
170302	Nueva Esparta	Diaz	Zabala	10.98282980	-63.98225520	f
170402	Nueva Esparta	Garcia	Francisco Fajardo	10.98082120	-63.83303910	f
170602	Nueva Esparta	Maneiro	Aguirre	10.99707230	-63.91132960	f
170902	Nueva Esparta	Peninsula de Macanao	San Francisco	11.02166300	-64.29687190	f
171002	Nueva Esparta	Tubores	Los Barales	10.91275910	-64.12416460	f
180202	Portuguesa	Araure	Rio Acarigua	9.51664010	-69.27285360	f
180302	Portuguesa	Esteller	Uveral	9.17167700	-69.11870600	f
180402	Portuguesa	Guanare	Cordoba	9.38807310	-69.85837120	f
180404	Portuguesa	Guanare	San Juan de Guanaguanare	9.06498030	-69.80315450	f
180405	Portuguesa	Guanare	Virgen de la Coromoto	9.01504840	-69.72050160	f
180502	Portuguesa	Guanarito	Trinidad de la Capilla	8.68904940	-68.98078460	f
180503	Portuguesa	Guanarito	Divina Pastora	8.69954840	-69.21027250	f
180602	Portuguesa	Monseñor Jose Vicente de Unda	Peña Blanca	9.09439990	-69.09702300	f
180702	Portuguesa	Ospino	Aparicion	9.37758860	-69.38459770	f
180703	Portuguesa	Ospino	La Estacion	9.29663180	-69.45759790	f
180802	Portuguesa	Paez	Payara	9.49553310	-69.08063090	f
180803	Portuguesa	Paez	Pimpinela	9.62871850	-68.97388460	f
180804	Portuguesa	Paez	Ramon Peraza	9.55865530	-69.14470810	f
180902	Portuguesa	Papelon	Caño Delgadito	8.80000000	-69.45000000	f
181002	Portuguesa	San Genaro de Boconoito	Antolin Tovar	8.84666180	-69.97289990	f
181102	Portuguesa	San Rafael de Onoto	Santa Fe	9.56560740	-68.97258800	f
181103	Portuguesa	San Rafael de Onoto	Thermo Morles	9.65822760	-68.97184290	f
181202	Portuguesa	Santa Rosalia	Florida	8.95098600	-69.01783000	f
181302	Portuguesa	Sucre	Concepcion	9.35775640	-70.00267560	f
181303	Portuguesa	Sucre	San Rafael de Palo Alzado	9.35775640	-70.00267560	f
181304	Portuguesa	Sucre	Uvencio Antonio Velasquez	9.35775640	-70.00267560	f
161301	Monagas	Uracoa	Uracoa	8.99564880	-62.35211520	f
181305	Portuguesa	Sucre	San Jose de Saguaz	9.35775640	-70.00267560	f
181306	Portuguesa	Sucre	Villa Rosa	9.32861300	-69.91905190	f
181402	Portuguesa	Turen	Canelones	9.33102390	-69.11490510	f
181403	Portuguesa	Turen	Santa Cruz	9.20000000	-68.65000000	f
190101	Sucre	Andres Eloy Blanco	Mariño	10.46354520	-64.18268340	f
190102	Sucre	Andres Eloy Blanco	Romulo Gallegos	10.47303920	-64.15939070	f
190201	Sucre	Andres Mata	San Jose de Aerocuar	10.60549400	-63.31827070	f
190202	Sucre	Andres Mata	Tavera Acosta	10.49475650	-63.35695040	f
190302	Sucre	Arismendi	Antonio Jose de Sucre	10.45673380	-64.17924890	f
190303	Sucre	Arismendi	El Morro de Puerto Santo	10.71366940	-63.15903060	f
190304	Sucre	Arismendi	Puerto Santo	10.70000000	-63.16666700	f
190305	Sucre	Arismendi	San Juan de Las Galdonas	10.70888190	-62.84558370	f
190401	Sucre	Benitez	El Pilar	10.54844900	-63.15534900	f
190403	Sucre	Benitez	General Francisco Antonio Vasquez	10.37168560	-62.92059180	f
190404	Sucre	Benitez	Guaraunos	10.55574910	-63.12295330	f
190405	Sucre	Benitez	Tunapuicito	10.37168560	-62.92059180	f
190406	Sucre	Benitez	Union	10.37168560	-62.92059180	f
190701	Sucre	Cajigal	Yaguaraparo	10.57038090	-62.82940910	f
190703	Sucre	Cajigal	Libertad	10.44994740	-63.89981410	f
190801	Sucre	Cruz Salmeron Acosta	Araya	10.57694310	-64.24839750	f
190802	Sucre	Cruz Salmeron Acosta	Chacopata	10.67968590	-63.81827000	f
190803	Sucre	Cruz Salmeron Acosta	Manicuare	10.55383410	-64.20550110	f
190901	Sucre	Libertador	Tunapuy	10.57420300	-63.10749350	f
191001	Sucre	Mariño	Irapa	10.57296760	-62.58253970	f
191002	Sucre	Mariño	Campo Claro	10.59834440	-62.53995650	f
191003	Sucre	Mariño	Marabal	10.63461020	-62.56565210	f
191004	Sucre	Mariño	San Antonio de Irapa	10.62752120	-62.50398820	f
191005	Sucre	Mariño	Soro	10.54499730	-62.44748030	f
191201	Sucre	Montes	Cumanacoa	10.24719590	-63.92019420	f
191202	Sucre	Montes	Arenas	10.28181630	-63.93690910	f
191204	Sucre	Montes	Cocollar	10.14715260	-63.80857890	f
191205	Sucre	Montes	San Fernando	10.30000000	-63.93333300	f
191206	Sucre	Montes	San Lorenzo	10.22202560	-63.92610420	f
191301	Sucre	Ribero	Cariaco	10.49775140	-63.55405510	f
191302	Sucre	Ribero	Catuaro	10.39605700	-63.50021480	f
191304	Sucre	Ribero	Santa Cruz	10.34465750	-63.57913560	f
191305	Sucre	Ribero	Santa Maria	10.28671530	-63.59093910	f
191401	Sucre	Sucre	Altagracia	8.71671000	-75.23326000	f
191402	Sucre	Sucre	Ayacucho	10.49401940	-63.55242490	f
191403	Sucre	Sucre	Santa Ines	8.71671000	-75.23326000	f
191405	Sucre	Sucre	San Juan	9.27437400	-75.24377400	f
191406	Sucre	Sucre	Raul Leoni	8.81005000	-74.72042000	f
191407	Sucre	Sucre	Gran Mariscal	10.47073680	-64.16647670	f
191501	Sucre	Valdez	Guiria	10.58498100	-62.30371760	f
191502	Sucre	Valdez	Bideau	10.57633100	-62.29848190	f
191503	Sucre	Valdez	Cristobal Colon	10.57305500	-62.31388900	f
190502	Sucre	Bermúdez	Macarapana	10.66116710	-63.21647220	f
190503	Sucre	Bermúdez	Santa Catalina	10.62487830	-63.22678380	f
190504	Sucre	Bermúdez	Santa Rosa	10.66950250	-63.24539050	f
190505	Sucre	Bermúdez	Santa Teresa	10.67248110	-63.24040390	f
190501	Sucre	Bermúdez	Bolívar	10.66097710	-63.25372870	f
210302	Trujillo	Bolívar	Cheregue	9.40697600	-70.79641700	f
210303	Trujillo	Bolívar	Granados	9.39688190	-70.80158940	f
210101	Trujillo	Andres Bello	Santa Isabel	9.62927000	-70.80902220	f
210102	Trujillo	Andres Bello	Araguaney	9.56401800	-70.66906700	f
210103	Trujillo	Andres Bello	El Jaguito	9.67302160	-70.69305680	f
210104	Trujillo	Andres Bello	La Esperanza	9.67302160	-70.69305680	f
210201	Trujillo	Bocono	Bocono	9.25344380	-70.24976160	f
210203	Trujillo	Bocono	Mosquey	9.28808800	-70.20656600	f
210204	Trujillo	Bocono	Ayacucho	9.42002630	-70.26836340	f
210205	Trujillo	Bocono	Burbusay	9.42002630	-70.26836340	f
210206	Trujillo	Bocono	General Rivas	9.25344380	-70.24976160	f
210208	Trujillo	Bocono	Vega de Guaramacal	9.18333300	-70.20000000	f
210209	Trujillo	Bocono	Monseñor Jauregui	9.24387550	-70.26693410	f
210210	Trujillo	Bocono	Rafael Rangel	9.25344380	-70.24976160	f
210211	Trujillo	Bocono	San Miguel	9.36788880	-70.23971630	f
210212	Trujillo	Bocono	San Jose	9.23692290	-70.27369380	f
210401	Trujillo	Candelaria	Chejende	9.61878740	-70.35650710	f
210403	Trujillo	Candelaria	Bolivia	9.55810500	-70.30829600	f
210404	Trujillo	Candelaria	Carrillo	9.62763170	-70.23047570	f
210405	Trujillo	Candelaria	Cegarra	9.61114130	-70.35987580	f
210406	Trujillo	Candelaria	Manuel Salvador Ulloa	9.61114130	-70.35987580	f
210407	Trujillo	Candelaria	San Jose	9.78861110	-70.33527780	f
210501	Trujillo	Carache	Carache	9.62247880	-70.23785610	f
210502	Trujillo	Carache	Cuicas	9.70159080	-70.29886920	f
210504	Trujillo	Carache	Panamericana	9.81976070	-70.26268060	f
210505	Trujillo	Carache	Santa Cruz	9.74361110	-70.37972220	f
210601	Trujillo	Escuque	Escuque	9.30529100	-70.67292000	f
210602	Trujillo	Escuque	La Union	9.32951450	-70.58454600	f
210603	Trujillo	Escuque	Sabana Libre	9.33934730	-70.64844710	f
220601	Yaracuy	Jose Antonio Paez	Sabana de Parra	10.11984140	-69.03849080	f
220701	Yaracuy	La Trinidad	Boraure	10.28971720	-68.75266810	f
220801	Yaracuy	Manuel Monge	Yumare	10.59722470	-68.67450970	f
221201	Yaracuy	Sucre	Guama	10.27091730	-68.81684660	f
221301	Yaracuy	Urachiche	Urachiche	10.15922860	-69.00873650	f
220301	Yaracuy	Bruzual	Chivacoa	10.15723830	-68.89732680	f
210604	Trujillo	Escuque	Santa Rita	9.24063960	-70.65577560	f
210701	Trujillo	Jose Felipe Marquez Cañizales	El Socorro	9.43025280	-70.52649340	f
210703	Trujillo	Jose Felipe Marquez Cañizales	Los Caprichos	9.43025280	-70.52649340	f
210801	Trujillo	Juan Vicente Campo Elias	Campo Elias	9.39409580	-70.06073450	f
210802	Trujillo	Juan Vicente Campo Elias	Arnoldo Gabaldon	9.39409580	-70.06073450	f
210901	Trujillo	La Ceiba	Santa Apolonia	9.47800000	-71.00800300	f
210902	Trujillo	La Ceiba	El Progreso	9.47648200	-71.05557300	f
210903	Trujillo	La Ceiba	La Ceiba	9.47648200	-71.05557300	f
210904	Trujillo	La Ceiba	Tres de Febrero	9.58359500	-70.98231500	f
211001	Trujillo	Miranda	El Dividive	9.47458010	-70.73468110	f
211002	Trujillo	Miranda	Agua Santa	9.51473300	-70.67088940	f
211003	Trujillo	Miranda	Agua Caliente	9.63805560	-70.62666670	f
211004	Trujillo	Miranda	El Cenizo	9.50819600	-70.73749070	f
211101	Trujillo	Monte Carmelo	Monte Carmelo	9.18761700	-70.81297300	f
211102	Trujillo	Monte Carmelo	Buena Vista	9.29799670	-70.87888450	f
211103	Trujillo	Monte Carmelo	Santa Maria del Horcon	9.18761700	-70.81297300	f
211201	Trujillo	Motatan	Motatan	9.39307670	-70.59342290	f
211202	Trujillo	Motatan	El Baño	9.38611210	-70.60994400	f
211203	Trujillo	Motatan	Jalisco	9.43959100	-70.58441200	f
211302	Trujillo	Pampan	Flor de Patria	9.46139250	-70.46996830	f
211303	Trujillo	Pampan	La Paz	9.44489780	-70.47919130	f
211304	Trujillo	Pampan	Santa Ana	9.46921700	-70.33184100	f
211401	Trujillo	Pampanito	Pampanito	9.41145190	-70.49823160	f
211402	Trujillo	Pampanito	La Concepcion	9.41836160	-70.48038120	f
211501	Trujillo	Rafael Rangel	Betijoque	9.37981050	-70.73320190	f
211502	Trujillo	Rafael Rangel	La Pueblita	9.41855940	-70.69305680	f
211503	Trujillo	Rafael Rangel	Los Cedros	9.41855940	-70.69305680	f
211504	Trujillo	Rafael Rangel	Jose Gregorio Hernandez	9.41855940	-70.69305680	f
211602	Trujillo	San Rafael de Carvajal	Antonio Nicolas Briceño	9.34231040	-70.58387910	f
211603	Trujillo	San Rafael de Carvajal	Campo Alegre	9.33350030	-70.58306980	f
211604	Trujillo	San Rafael de Carvajal	Jose Leonardo Suarez	9.40055700	-70.56219020	f
211701	Trujillo	Sucre	Sabana de Mendoza	9.43881030	-70.77037030	f
211702	Trujillo	Sucre	El Paraiso	-8.18727920	-78.98629820	f
211703	Trujillo	Sucre	Junin	9.55383520	-70.83577920	f
211704	Trujillo	Sucre	Valmore Rodriguez	9.55383520	-70.83577920	f
211802	Trujillo	Trujillo	Chiquinquira	9.35644970	-70.43724040	f
211803	Trujillo	Trujillo	Cristobal Mendoza	9.37289810	-70.43194470	f
211804	Trujillo	Trujillo	Cruz Carrillo	9.36390550	-70.43414730	f
211805	Trujillo	Trujillo	Matriz	9.18048730	-70.21702090	f
211806	Trujillo	Trujillo	Monseñor Carrillo	9.36390550	-70.43414730	f
211901	Trujillo	Urdaneta	La Quebrada	9.15394820	-70.57780680	f
211902	Trujillo	Urdaneta	Cabimbu	9.17821770	-70.49581440	f
211903	Trujillo	Urdaneta	Jajo	9.07840830	-70.65859900	f
211904	Trujillo	Urdaneta	La Mesa	9.10809140	-70.66629150	f
211905	Trujillo	Urdaneta	Santiago	9.24614350	-70.52872450	f
211906	Trujillo	Urdaneta	Tuñame	9.15967260	-70.59788460	f
212002	Trujillo	Valera	La Beatriz	9.29060830	-70.61273210	f
212003	Trujillo	Valera	Mercedes Diaz	9.31911090	-70.60329950	f
212004	Trujillo	Valera	San Luis	9.33770650	-70.60644790	f
212005	Trujillo	Valera	La Puerta	9.12758910	-70.70941270	f
212006	Trujillo	Valera	Mendoza	9.20316100	-70.67202800	f
220302	Yaracuy	Bruzual	Campo Elias	10.23333300	-68.91666700	f
220902	Yaracuy	Nirgua	Salom	10.17835540	-68.48745190	f
221002	Yaracuy	Peña	San Andres	10.16632300	-69.07317990	f
221102	Yaracuy	San Felipe	Albarico	10.39835740	-68.69537630	f
221402	Yaracuy	Veroes	El Guayabo	10.43558430	-68.47077580	f
230101	Zulia	Almirante Padilla	Isla de Toas	10.95655020	-71.65843580	f
230102	Zulia	Almirante Padilla	Monagas	10.98615940	-71.65546920	f
230201	Zulia	Baralt	San Timoteo	9.78755600	-71.06463370	f
230202	Zulia	Baralt	General Urdaneta	10.64629300	-71.60715350	f
230204	Zulia	Baralt	Manuel Guanipa Matos	9.79177470	-70.90712360	f
230205	Zulia	Baralt	Marcelino Briceño	9.79177470	-70.90712360	f
230206	Zulia	Baralt	Pueblo Nuevo	9.84073880	-70.92495780	f
230301	Zulia	Cabimas	Ambrosio	10.41336300	-71.46170410	f
230302	Zulia	Cabimas	Carmen Herrera	10.39386780	-71.45665180	f
230304	Zulia	Cabimas	La Rosa	10.36279000	-71.43523120	f
230305	Zulia	Cabimas	Jorge Hernandez	10.35627270	-71.42325720	f
230306	Zulia	Cabimas	Romulo Betancourt	10.38958620	-71.46928430	f
230307	Zulia	Cabimas	San Benito	10.41336300	-71.46170410	f
220401	Yaracuy	Cocorote	Cocorote	10.31649000	-68.78617180	f
230309	Zulia	Cabimas	Punta Gorda	10.38958620	-71.46928430	f
230401	Zulia	Catatumbo	Encontrados	9.05785040	-72.23341800	f
230402	Zulia	Catatumbo	Udon Perez	9.18282690	-72.23637900	f
230502	Zulia	Colon	Moralito	8.80282300	-71.76637300	f
230503	Zulia	Colon	Santa Barbara	9.00189520	-71.91049340	f
230504	Zulia	Colon	Santa Cruz del Zulia	8.90239650	-71.98458960	f
230505	Zulia	Colon	Urribarri	8.90239650	-71.98458960	f
230601	Zulia	Francisco Javier Pulgar	Simon Rodriguez	8.93468650	-71.52491540	f
230603	Zulia	Francisco Javier Pulgar	Francisco Javier Pulgar	8.93468650	-71.52491540	f
230604	Zulia	Francisco Javier Pulgar	Agustin Codazzi	8.93468650	-71.52491540	f
230701	Zulia	Jesus Enrique Lossada	La Concepcion	10.63994210	-71.83341450	f
230702	Zulia	Jesus Enrique Lossada	Jose Ramon Yepes	10.60148710	-72.28375000	f
230703	Zulia	Jesus Enrique Lossada	Mariano Parra Leon	10.60148710	-72.28375000	f
230704	Zulia	Jesus Enrique Lossada	San Jose	10.60148710	-72.28375000	f
230801	Zulia	Jesus Maria Semprun	Jesus Maria Semprun	9.03147580	-72.61511690	f
230802	Zulia	Jesus Maria Semprun	Bari	9.03147580	-72.61511690	f
230902	Zulia	La Cañada de Urdaneta	Andres Bello	10.41223540	-71.99940670	f
230903	Zulia	La Cañada de Urdaneta	Chiquinquira	10.43914280	-71.64623380	f
230904	Zulia	La Cañada de Urdaneta	El Carmelo	10.38846480	-71.72962490	f
230905	Zulia	La Cañada de Urdaneta	Potreritos	10.33666930	-71.78745470	f
231001	Zulia	Lagunillas	Alonso de Ojeda	10.19424760	-71.31294250	f
231002	Zulia	Lagunillas	Libertad	10.24872000	-71.22802340	f
231004	Zulia	Lagunillas	Eleazar Lopez Contreras	10.19317370	-71.29707210	f
231005	Zulia	Lagunillas	Venezuela	10.12654480	-71.24584360	f
231006	Zulia	Lagunillas	El Danto	10.24872000	-71.22802340	f
231101	Zulia	Machiques de Perija	Libertad	9.62415660	-72.52048270	f
231103	Zulia	Machiques de Perija	Rio Negro	9.69335200	-72.37608300	f
231104	Zulia	Machiques de Perija	San Jose de Perija	9.62415660	-72.52048270	f
231201	Zulia	Mara	San Rafael	10.95300160	-71.73259080	f
231202	Zulia	Mara	La Sierrita	10.83094700	-71.86499000	f
